customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
,California,F,Bachelor,0,36234,83,0,Personal Auto,Four-Door Car,354
